7.874013602399430045e-01,-1.263910203265176391e-01
7.575044825795312908e-01,-2.649180169672842311e-01
7.924147147004076963e-01,-2.995772534236657014e-01
7.864519445701688705e-01,-1.731987525624998914e-01
7.829283766155715751e-01,-1.580492270554346157e-01
8.135225622222826969e-01,-3.111142774414298318e-01
6.994277380525187882e-01,-1.093968258050584119e-01
7.237989921795862092e-01,-2.841140501718291134e-01
7.480113286869208844e-01,2.115068618193123584e-01
7.829485226543690946e-01,5.502192661664320195e-01
7.019443641057501182e-01,-2.968956162221068618e-01
6.122928183389442225e-01,-2.675217963843419255e-01
7.751824349610213494e-01,-1.556230638112605369e-01
8.642092125378252332e-01,-3.035514214004000899e-01
7.329410305894452637e-01,-3.032246968691432731e-01
7.533638140666347738e-01,-1.967486302690843458e-01
8.188021013085285960e-01,-3.137175544934640570e-01
1.210826449065381061e+00,-5.744262719785268034e-01
8.625527256206325655e-01,-2.975799333593240337e-01
5.791332842692877847e-01,-5.385589082078858780e-01
7.563372677284518897e-01,-2.117795771596661658e-01
7.267696763675847160e-01,-3.526698561652606423e-01
7.996943181724379679e-01,-1.328082532215025813e-01
8.165534610805132987e-01,-1.626144069860049335e-01
7.687581019861337017e-01,-1.579521621511731921e-01
6.921136059200839741e-01,-3.064550980754104925e-01
7.782838904743908381e-01,-2.104323594302185685e-01
7.949496482285818288e-01,-2.054774572450110970e-01
7.283206282410313870e-01,-3.224873613703110320e-01
8.004865500756683794e-01,-2.415877902171465474e-01
7.674014032118667838e-01,-1.023165609919738372e-01
7.922044914695307583e-01,-2.117799211414101990e-01
1.598810384755721126e+00,-7.058684552436479409e-01
8.346311681237253977e-01,-2.292645605123942443e-01
7.363646804129750922e-01,-3.550411816418074240e-01
6.541091195783916845e-01,3.688336645471648745e-03
7.511473366902621240e-01,-2.291391177225921560e-01
6.913837086308380897e-01,-1.137696227142991623e-01
7.517901651234559779e-01,-2.169989199364252275e-01
7.466395094993000248e-01,-1.360141710789169733e-01
8.240631529661722743e-01,-2.558563276943062181e-01
1.586104439141915234e+00,5.730725473141689008e-01
7.581847388077769256e-01,-2.488086737416969618e-01
7.635208720741206712e-01,-2.010010798449307357e-01
7.093937502941639606e-01,-9.264020036870546093e-02
7.315139287843810401e-01,-3.237412643508467136e-01
7.809514966212981468e-01,-2.088448903535597700e-01
4.035737144638303908e-01,-4.940384460599643868e-01
7.734165726654247397e-01,-2.132623543797033394e-01
7.733979888845028405e-01,-2.544726418621847119e-01
7.062368183103597818e-01,-1.161499219620140549e-01
7.804122821330886639e-01,-2.083660168971449844e-01
7.717039930523479363e-01,-2.135955312305020393e-01
7.435016597416679307e-01,-2.123639676758884431e-01
6.197877530441310290e-01,8.754894643562344259e-02
6.380690913144226872e-01,4.708428387725150516e-02
9.034457212066353549e-01,-2.585665647815634793e-01
7.682527515772018534e-01,-2.499128238625799026e-01
7.730963310432312774e-01,-2.648417119474562043e-01
7.315981840899006272e-01,-2.391100220399006715e-01
7.845517197394071829e-01,-2.308609397420984810e-01
7.043071975802637219e-01,-1.180972900127187364e-01
4.406954768969278402e-01,3.773019822704866688e-01
7.604841967130250291e-01,-2.253567629544512285e-01
6.185572413101572131e-01,3.211882385120951727e-02
6.455362737792171846e-01,4.454702775582158880e-02
8.154146473772159176e-01,-3.441534131849497413e-01
7.696136991978516084e-01,-2.704188960361265104e-01
7.537061393761735895e-01,-2.120080333155498487e-01
7.247351462523901056e-01,-2.504610755566694102e-01
7.725512703326836705e-01,-3.560662422911498037e-01
7.311460114517095432e-01,-1.707412817815990858e-01
7.377779577203855688e-01,-3.413986798505024289e-01
