7.291333455775984573e-01,-2.246093999227614102e-01
7.052757644827410966e-01,-2.122596277182041413e-01
6.941753394178487024e-01,-2.030975637917017407e-01
6.929719803705438608e-01,-2.063297724357257557e-01
7.021727691971293428e-01,-2.079353116920906186e-01
7.030040769224031871e-01,-2.118078808559923643e-01
6.999627807157413617e-01,-2.043052094276282260e-01
6.984040195163760956e-01,-2.054486986894331069e-01
6.891032478716987431e-01,-2.031650782060949734e-01
7.203118331921518624e-01,-2.158546801224796030e-01
7.103563944559783128e-01,-2.117365780940786701e-01
8.411422146233176189e-01,-2.578516755023231299e-01
7.145202847867969664e-01,-2.117343227063827327e-01
7.026158491424701058e-01,-2.078079274507366181e-01
6.968066895651453541e-01,-2.060879363671435649e-01
7.008922428185654363e-01,-2.081181427214863766e-01
6.977953787972240862e-01,-2.054729564461301727e-01
6.971588178749282827e-01,-2.035941261463302954e-01
6.971169862763683112e-01,-2.044488946335678292e-01
7.018993556807887613e-01,-2.079439317370143370e-01
7.484818365618091107e-01,-2.315031447131959963e-01
7.011823141616466692e-01,-2.068672967991657397e-01
1.634178576658860571e+00,6.675925429465423555e-01
7.622490916076819500e-01,-2.358864204893287297e-01
6.909468430943862538e-01,-2.094093480602083057e-01
6.312569911889455154e-01,-2.031888512371087530e-01
6.990392616133658255e-01,-2.056478323860662927e-01
7.071329875219792838e-01,-2.139151291277627542e-01
1.706196585210839611e+00,-4.939337298802760623e-01
1.179392273760221599e+00,-3.717569443322965017e-01
7.033658650563543446e-01,-2.013118640753758237e-01
7.079999616564819354e-01,-2.118344378921641347e-01
6.883536106555405709e-01,-2.045944290572162538e-01
7.112046407069904097e-01,-2.226881157359396624e-01
7.024699963944593950e-01,-2.093307948428370369e-01
7.002346392508891348e-01,-2.093003583822610203e-01
6.974957738115644679e-01,-2.042902282637504285e-01
7.075405040682798408e-01,-2.116536374658817277e-01
6.955311559495771512e-01,-2.044056968646147388e-01
8.464885373933120905e-01,-2.713149413386448106e-01
7.042694507472794241e-01,-2.108917120166782511e-01
1.209509437558942579e+00,-3.836117357298867159e-01
6.971605236292810481e-01,-2.050131069137300088e-01
6.878560488328616662e-01,-2.098679606309048484e-01
7.208795732357622388e-01,-2.223542785583116632e-01
1.196504876071807555e+00,-3.792551275330232063e-01
7.023411379005611854e-01,-2.106293611994893011e-01
7.068819865390231216e-01,-2.092234401405942412e-01
6.020649114273058933e-01,-1.950866890749777538e-01
7.024774662764051714e-01,-2.076113319263527823e-01
